album_type,artists,album_name,total_tracks,explicit,is_local,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
single,Metric,Black Sheep (Brie Larson Vocal Version),1,False,False,Black Sheep - Brie Larson Vocal Version,69,0.462,0.599,11,-5.735,0,0.0375,0.000278,0.000441,0.0909,0.173,123.938,294066,4
compilation,Various Artists,Anjunadeep The Yearbook 2010,15,False,False,Moth - Martin Roth Remix,15,0.77,0.581,1,-9.291,0,0.0578,0.00187,0.8909999999999999,0.0617,0.236,125.003,503443,4
album,Nicki Minaj,Pink Friday,13,True,False,Moment 4 Life,69,0.475,0.882,11,-3.883,1,0.35100000000000003,0.406,0.0,0.241,0.369,98.001,279307,4
album,Darwin Deez,Darwin Deez (10 Yearz),15,False,False,"Radar Detector - Live at The BBC for Zane Lowe / 5th May, 2010",6,0.6729999999999999,0.916,1,-3.509,0,0.0844,0.247,2.4e-05,0.105,0.836,96.505,198709,4
album,Kanye West,My Beautiful Dark Twisted Fantasy,13,True,False,Gorgeous,69,0.598,0.713,6,-3.625,0,0.0326,0.0207,0.000175,0.431,0.118,91.964,357653,4
compilation,รวมศิลปิน (เบส์ท ออฟ เดอะ เยียร์ 2010),BEST OF THE YEAR 2010,16,False,False,เหงาปาก ( Alone ),30,0.8290000000000001,0.5489999999999999,6,-7.8439999999999985,0,0.0642,0.16,0.0,0.0904,0.79,84.977,220147,4
album,CeeLo Green,The Lady Killer,14,True,False,Fuck You,66,0.69,0.8340000000000001,0,-5.79,1,0.0566,0.129,0.0,0.136,0.738,127.43,222933,4
album,Yello,Yello 40 Years,71,False,False,Liquid Lies - 2010,20,0.472,0.586,10,-11.643,0,0.068,0.0058,0.504,0.0694,0.182,142.42600000000004,218600,5
single,Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),1,False,False,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),78,0.7659999999999999,0.873,11,-6.381,0,0.14300000000000002,0.00627,0.0,0.0764,0.743,126.988,202627,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Daydream - 2010 Remaster,7,0.382,0.29,11,-14.262,0,0.0323,0.15,0.0703,0.093,0.192,111.09,387613,4
album,Kesha,Animal (Expanded Edition),18,False,False,Your Love Is My Drug,69,0.826,0.612,1,-3.891,1,0.0982,0.006809999999999999,0.0,0.0889,0.7559999999999999,120.057,187133,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Too Rolling Stoned - Live / 2010 Remaster,5,0.306,0.838,10,-9.513,0,0.0613,0.0551,0.0004980000000000001,0.958,0.506,134.934,400000,4
album,MARINA,The Family Jewels,13,True,False,Hermit the Frog,74,0.609,0.679,0,-4.545,1,0.0312,0.243,0.0,0.199,0.487,122.034,215960,4
album,The Last Ten Seconds of Life,2010-2012,18,True,False,"Justice, Where Have You Been for so Many Years",5,0.199,0.965,11,-4.997,0,0.218,3.69e-05,0.285,0.261,0.215,159.344,137507,4
album,Flo Rida,Only One Flo (Part 1),8,False,False,Club Can't Handle Me (feat. David Guetta),75,0.616,0.8690000000000001,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,234560,4
album,Armin van Buuren ASOT Radio,A State Of Trance Episode 591,25,False,False,Right Back [ASOT 591] **Tune Of The Year 2010** - Original Mix,12,0.4370000000000001,0.688,1,-10.284,1,0.0344,0.0468,0.0471,0.723,0.15,137.016,220062,4
compilation,Alan Jackson,34 Number Ones,37,False,False,It's Five O'Clock Somewhere,67,0.713,0.772,2,-6.69,1,0.0372,0.208,0.0,0.211,0.88,125.202,230133,4
compilation,รวมศิลปิน (เบส์ท ออฟ เดอะ เยียร์ 2010),BEST OF THE YEAR 2010,16,False,False,พูดแล้วอยากจะร้องไห้,26,0.565,0.6629999999999999,9,-4.642,0,0.0294,0.306,0.0,0.0622,0.868,139.92,269209,4
album,MARINA,The Family Jewels,13,False,False,Are You Satisfied?,70,0.669,0.7120000000000001,0,-4.992,1,0.0412,0.303,0.0,0.0755,0.843,124.009,198960,4
compilation,Various Artists,International Battle of the Year 2010 - The Soundtrack,18,False,False,Pure Ground,11,0.742,0.736,1,-6.2639999999999985,0,0.0351,0.0008710000000000001,0.8440000000000001,0.0802,0.82,124.986,187121,4
album,My Darkest Days,My Darkest Days,11,False,False,Porn Star Dancing,66,0.477,0.917,2,-3.399,1,0.0814,0.0139,0.0,0.0756,0.267,160.02100000000004,199013,4
compilation,Various Artists,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),60,False,False,Table ronde,14,0.765,0.895,4,-3.533,1,0.0397,0.624,7.09e-06,0.505,0.956,107.114,178933,4
album,Two Door Cinema Club,Tourist History,10,False,False,Undercover Martyn,64,0.442,0.872,2,-5.072,1,0.123,0.00025,1.74e-05,0.0602,0.568,159.86700000000005,167773,4
compilation,Various Artists,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),60,False,False,Pauline,12,0.501,0.583,5,-3.374,1,0.027000000000000003,0.8859999999999999,0.0196,0.112,0.6679999999999999,86.834,278000,4
single,Mac Miller,Knock Knock - Single,1,True,False,Knock Knock,68,0.667,0.922,4,-4.857,0,0.128,0.0353,0.0,0.364,0.509,108.952,202807,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Confessin' Midnight - 2010 Remaster,4,0.485,0.888,1,-9.428,1,0.0463,0.00079,4.25e-05,0.054000000000000006,0.5479999999999999,99.937,353360,4
album,Katy Perry,Teenage Dream,12,False,False,California Gurls,66,0.7879999999999999,0.753,0,-3.71,1,0.0536,0.0038,0.0,0.18,0.403,125.005,234653,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,For Earth Below - 2010 Remaster,4,0.375,0.246,1,-14.577,0,0.0348,0.836,0.000166,0.0429,0.252,72.422,366093,4
album,Avenged Sevenfold,Nightmare,11,True,False,Nightmare,70,0.5539999999999999,0.949,2,-4.928,1,0.0787,0.00031800000000000003,9.98e-05,0.2,0.233,129.984,374453,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Messin' the Blues - 2010 Remaster,4,0.6,0.695,10,-12.271,0,0.0582,0.0178,0.0113,0.0522,0.606,94.156,237600,4
album,Train,"Save Me, San Francisco (Golden Gate Edition)",19,False,False,Marry Me,70,0.461,0.267,0,-8.514,1,0.0278,0.8340000000000001,2.03e-05,0.107,0.481,87.91799999999998,205453,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Rock Me Baby - Live / 2010 Remaster,4,0.315,0.642,8,-9.654,0,0.0381,0.0868,0.0017399999999999998,0.927,0.672,141.32399999999996,357747,3
album,Get Scared,Best Kind Of Mess,12,False,False,Sarcasm,68,0.387,0.929,7,-4.825,0,0.161,0.00238,7.22e-06,0.314,0.591,180.359,198080,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Gonna Be More Suspicious - 2010 Remaster,5,0.514,0.794,1,-9.393,1,0.0409,0.0278,0.000865,0.0682,0.75,100.793,185640,4
album,Keri Hilson,No Boys Allowed,12,False,False,Pretty Girl Rock,67,0.6659999999999999,0.87,11,-5.004,0,0.246,0.203,0.0,0.0851,0.9,160.014,243920,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,I Can't Wait Much Longer - 2010 Remaster,7,0.35200000000000004,0.529,4,-10.335,0,0.0378,0.00249,0.000309,0.0943,0.378,137.216,325600,4
album,Black Eyed Peas,The Beginning,12,False,False,Just Can’t Get Enough,72,0.659,0.628,0,-8.685,0,0.179,0.18600000000000005,0.0,0.105,0.262,94.05,219427,4
compilation,Matt Monro,The Best Of The Capitol Years,18,False,False,"Born Free - From ""Born Free"" Soundtrack / Remastered 2010",8,0.254,0.218,0,-12.012,1,0.0299,0.6940000000000001,1.87e-06,0.106,0.315,97.286,169253,4
album,Katy Perry,Teenage Dream,12,False,False,Firework,66,0.638,0.8320000000000001,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,227893,4
album,Kenny K. Low,When Love Remembers (Ballad Covers from the 1970s-2010s),11,False,False,A Thousand Years,8,0.227,0.388,5,-6.818,1,0.0302,0.804,5.45e-05,0.121,0.229,134.81799999999998,295000,3
album,The Black Keys,Brothers,15,False,False,Howlin' for You,65,0.705,0.735,11,-6.646,1,0.0931,0.028,0.0783,0.112,0.448,132.627,191800,4
album,(EM),#1 Son (2010 - 2019),20,False,False,(A Year) And Arise Again,3,0.462,0.542,6,-9.161,1,0.0308,0.446,0.0956,0.97,0.547,99.403,221832,4
album,Kanye West,My Beautiful Dark Twisted Fantasy,13,True,False,Dark Fantasy,69,0.599,0.5870000000000001,5,-5.919,1,0.0423,0.274,0.0,0.16699999999999998,0.373,87.99799999999998,280787,4
compilation,Various Artists,2010s Hits,52,False,False,King,12,0.474,0.738,4,-7.1560000000000015,0,0.0589,0.0359,0.0,0.684,0.688,121.844,70627,4
album,Jason Aldean,My Kinda Party,15,False,False,My Kinda Party,64,0.41,0.9,0,-4.249,0,0.0656,0.0167,1.09e-05,0.339,0.5579999999999999,176.96200000000005,284960,4
album,Peter Bagley~Texas Two Year College All State Choir~Thomas Rinn,2010 Texas Music Educators Association (TMEA): Texas Two-Year College All-State Choir & Juan Seguin HS Chamber Choir,17,False,False,City Called Heaven (arr. J. Poelinitz),5,0.245,0.106,10,-21.515,0,0.0655,0.795,0.0,0.578,0.215,83.37100000000002,283747,4
album,Sugarland,The Incredible Machine,11,False,False,Stuck Like Glue,65,0.7020000000000001,0.795,1,-4.7639999999999985,1,0.0568,0.329,0.0,0.0505,0.836,83.961,247587,4
compilation,Various Artists,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),60,False,False,Mambu ma miondo,12,0.503,0.8170000000000001,6,-2.55,1,0.0596,0.442,0.0,0.195,0.695,77.941,295680,3
album,DJ Khaled,Victory,12,True,False,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",69,0.545,0.7809999999999999,10,-3.616,1,0.185,0.0139,0.0,0.161,0.277,150.097,232507,4
compilation,รวมศิลปิน (เบส์ท ออฟ เดอะ เยียร์ 2010),BEST OF THE YEAR 2010,16,False,False,ไม่ใช่อิจฉา ( Jealous ),22,0.6559999999999999,0.508,3,-5.806,0,0.0301,0.612,0.0,0.266,0.743,84.005,251640,4
album,Enrique Iglesias,Euphoria (Standard US/Latin version),10,False,False,I Like It,65,0.6459999999999999,0.94,10,-2.8560000000000003,0,0.0838,0.0209,0.0,0.0691,0.7040000000000001,129.011,231787,4
album,Ra Ra Riot,Live in Kyoto 2010,12,False,False,Each Year - Live in Kyoto 2010,3,0.212,0.866,11,-5.709,0,0.206,0.0675,0.0,0.198,0.282,159.632,242160,4
album,Mac Miller,K.I.D.S.,16,True,False,Kool Aid & Frozen Pizza,67,0.657,0.845,11,-4.57,1,0.3,0.154,0.0,0.294,0.706,89.835,157540,4
compilation,รวมศิลปิน (เบส์ท ออฟ เดอะ เยียร์ 2010),BEST OF THE YEAR 2010,16,False,False,ฉากเรียกน้ำตา (Sad Scene),25,0.6709999999999999,0.585,0,-7.644,1,0.0358,0.314,0.0,0.255,0.215,136.062,240227,4
single,Travie McCoy,Billionaire (feat. Bruno Mars),1,True,False,Billionaire (feat. Bruno Mars),72,0.633,0.6729999999999999,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.77600000000002,211160,4
album,Proper.,The Suburbs Have Ruined My Life,12,False,False,2010 Was a Bad Year (Albert's Song),3,0.479,0.404,10,-9.723,1,0.0313,0.39,0.0687,0.122,0.0378,109.56,223343,4
album,Lady A,Need You Now,11,False,False,American Honey,65,0.588,0.684,1,-5.154,1,0.0288,0.508,0.0,0.141,0.121,85.99700000000001,224867,4
album,Various Artists,"Just for Laughs - Funny AF, Vol. 3",20,True,False,Out-Partying 20-Year-Olds (Jfl 2010),4,0.522,0.672,11,-19.713,0,0.855,0.636,0.0,0.954,0.316,87.536,196462,3
album,Rodney Atkins,It's America,12,False,False,Farmer's Daughter,64,0.612,0.7909999999999999,6,-3.519,1,0.0291,0.224,0.0,0.112,0.7859999999999999,133.977,207040,4
album,The Jerkwadz,Demo Years: 2010-2012,12,False,False,A-Ok / Downtown City Movin' (Live Tvctv 2011),3,0.239,0.977,9,-3.34,1,0.191,0.18,0.0,0.295,0.825,136.898,49680,4
album,Big Time Rush,BTR,11,False,False,Boyfriend,63,0.614,0.857,1,-4.171,0,0.111,0.0987,0.0,0.177,0.677,164.146,201040,4
album,Mike Zito,Live From The Top,13,False,False,"19 Years Old - Live from Smokin Mo's, Winter Park, CO / 2010q",2,0.414,0.8140000000000001,9,-5.332999999999998,1,0.0359,0.0177,0.0475,0.856,0.7709999999999999,96.516,481320,3
album,Drake,Thank Me Later,14,True,False,Over,64,0.35,0.845,7,-5.614,1,0.2,0.0107,0.0,0.123,0.45,99.643,233560,5
album,Garçons Coiffeurs,The Early Years (2005 - 2010),11,False,False,Sequelles,6,0.552,0.8740000000000001,4,-7.441,0,0.0617,9.88e-05,0.0216,0.287,0.626,164.52200000000005,148062,4
album,Katy Perry,Teenage Dream,12,False,False,The One That Got Away,66,0.691,0.795,1,-4.021,0,0.0355,0.0008119999999999999,1.02e-06,0.156,0.8759999999999999,133.971,227333,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Hannah - 2010 Remaster,4,0.263,0.684,6,-10.562,0,0.0505,0.0437,0.0495,0.293,0.424,121.767,329867,4
album,B.o.B,B.o.B Presents: The Adventures of Bobby Ray,12,False,False,Magic (feat. Rivers Cuomo),66,0.5489999999999999,0.932,8,-4.11,0,0.343,0.0127,0.0,0.34700000000000003,0.787,82.439,196133,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Caledonia - 2010 Remaster,4,0.509,0.831,5,-11.111,0,0.0475,0.0359,8.340000000000001e-05,0.354,0.7290000000000001,133.541,221427,4
album,Jason Derulo,Jason Derulo,9,False,False,In My Head,62,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,199027,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Alethea - 2010 Remaster,3,0.602,0.7340000000000001,10,-9.575,0,0.0732,0.0348,1.07e-06,0.0693,0.772,109.731,185600,4
album,Rihanna,Loud (Japan Version),13,False,False,What's My Name?,67,0.6890000000000001,0.784,2,-2.972,1,0.07400000000000001,0.182,0.0,0.0843,0.561,99.954,263173,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Hold Me - 2010 Remaster,2,0.507,0.455,8,-11.353,0,0.0289,0.00151,0.0,0.108,0.4970000000000001,128.489,215747,4
album,Stromae,Cheese,12,False,False,Alors on danse,80,0.7909999999999999,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.7140000000000001,119.951,206067,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Alethea - Live / 2010 Remaster,3,0.312,0.971,8,-9.5,1,0.0622,0.0117,0.00355,0.711,0.269,121.285,250093,4
album,Taylor Swift,Speak Now,14,False,False,Mine,63,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87e-06,0.189,0.6579999999999999,121.07,230707,4
compilation,Sting,The Best Of 25 Years,31,False,False,"Russians - Live In Berlin, 2010",11,0.463,0.491,0,-9.44,1,0.0317,0.0628,2.1e-05,0.991,0.171,109.318,291267,4
compilation,Various Artists,Tangled,20,False,False,"I See the Light - From ""Tangled"" / Soundtrack Version",68,0.281,0.139,5,-14.392,1,0.0305,0.8290000000000001,0.0,0.0725,0.16899999999999998,92.64,224240,4
compilation,Various Artists,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),60,False,False,Soumba,7,0.544,0.7959999999999999,9,-4.065,0,0.0291,0.657,0.004379999999999999,0.208,0.748,96.321,251907,4
album,Taylor Swift,Speak Now,14,False,False,Mean,63,0.568,0.7609999999999999,4,-3.987,1,0.0459,0.452,0.0,0.217,0.789,163.97400000000005,237733,4
compilation,Various Artists,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),60,False,False,Muzingila,11,0.505,0.883,2,-7.13,1,0.0335,0.716,0.109,0.205,0.7609999999999999,100.898,330453,4
album,Taylor Swift,Speak Now,14,False,False,Back To December,63,0.529,0.67,2,-4.663,1,0.0303,0.117,0.0,0.334,0.28600000000000003,141.893,293027,4
compilation,Various Artists,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),60,False,False,Moyibi,11,0.662,0.8640000000000001,2,-4.7410000000000005,1,0.0376,0.509,0.005,0.339,0.964,127.784,368133,4
album,Waka Flocka Flame,Flockaveli,17,True,False,Hard in Da Paint,64,0.611,0.66,11,-5.882999999999999,1,0.0839,0.198,0.0,0.365,0.583,71.544,246387,4
compilation,Various Artists,Afriques indépendantes: 50 Years of Musical Independence (1960 - 2010),60,False,False,Indépendance cha cha,11,0.84,0.916,4,-2.166,1,0.0322,0.8190000000000001,0.000481,0.08800000000000001,0.969,115.401,184200,4
album,Godsmack,The Oracle (Deluxe Edition),12,True,False,Cryin' Like A Bitch!!,65,0.5429999999999999,0.8079999999999999,10,-5.484,1,0.0407,7.190000000000001e-05,0.00336,0.114,0.472,95.19,201667,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,A Tale Untold - 2010 Remaster,4,0.43,0.595,0,-11.207,0,0.0428,0.0982,0.107,0.122,0.615,123.281,327613,4
album,Volbeat,Beyond Hell / Above Heaven,14,False,False,A Warrior's Call,63,0.374,0.903,10,-4.49,1,0.0825,0.00075,5.85e-06,0.244,0.429,109.118,263080,3
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Shame the Devil - 2010 Remaster,2,0.588,0.792,6,-9.045,1,0.0453,0.0424,0.0,0.155,0.7909999999999999,107.411,206667,4
album,Jeremih,All About You,11,False,False,Love Don't Change,66,0.539,0.424,11,-9.361,1,0.0406,0.317,0.0,0.108,0.17,118.071,256867,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Rock Me Baby - 2010 Remaster,3,0.502,0.63,0,-12.049,1,0.0495,0.0079,0.289,0.0938,0.518,119.079,260973,3
album,Los Tucanes De Tijuana,15 Primeros Exitos Vol. 1,15,False,False,El Centenario,67,0.507,0.569,5,-5.379,1,0.0901,0.384,0.0,0.146,0.968,185.61900000000003,156920,3
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,It's Only Money - 2010 Remaster,3,0.404,0.491,8,-9.542,0,0.0294,0.0889,1.5e-05,0.0462,0.446,112.404,330093,4
compilation,Various Artists,Tangled,20,False,False,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",67,0.6729999999999999,0.42,4,-7.581,1,0.0317,0.112,0.0,0.0897,0.385,108.066,152333,4
single,Nelo,Reprise (2009 - 2010),5,False,False,2 Years Ago,1,0.365,0.434,7,-5.444,1,0.0277,0.6729999999999999,0.0,0.0996,0.261,135.024,243227,4
album,Stegosaurus Rex,The Dino Soars,37,False,False,Nowhere To Run,69,0.809,0.6679999999999999,7,-6.936,1,0.219,0.6779999999999999,0.0147,0.0865,0.636,119.976,300000,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Twice Removed from Yesterday - 2010 Remaster,2,0.424,0.758,4,-11.185,1,0.038,0.0005549999999999999,0.366,0.0525,0.596,123.803,238173,4
album,Travie McCoy,Lazarus,10,True,False,Billionaire (feat. Bruno Mars),70,0.633,0.6729999999999999,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.77600000000002,211160,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Take a Fast Train - 2010 Remaster,3,0.378,0.67,6,-13.289,0,0.0584,0.0057,0.0233,0.327,0.736,145.148,196253,4
album,Eminem,Recovery,17,True,False,Cinderella Man,68,0.679,0.908,8,-3.411,1,0.202,0.234,0.0,0.0821,0.687,85.91799999999998,279013,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Little Bit of Sympathy - 2010 Remaster,3,0.392,0.855,2,-7.72,1,0.177,0.000923,0.00111,0.125,0.6779999999999999,134.447,258560,4
album,Sick Puppies,Tri-polar,13,True,False,You're Going Down,62,0.488,0.8420000000000001,6,-5.926,1,0.0469,0.0116,0.00127,0.146,0.41,90.00299999999999,187347,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Little Bit of Sympathy - Live / 2010 Remaster,2,0.307,0.858,8,-10.271,1,0.073,0.145,0.0184,0.563,0.305,137.208,354867,4
album,Turnpike Troubadours,Diamonds & Gasoline,12,False,False,Long Hot Summer Day,62,0.476,0.652,9,-5.783,1,0.0277,0.0981,0.0,0.0923,0.557,145.356,252480,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Let Me Be the One - 2010 Remaster,2,0.489,0.326,10,-12.548,0,0.0273,0.441,0.0,0.198,0.55,74.515,272667,3
album,Plan B,House Of Pleasure,15,False,False,Es un Secreto,75,0.836,0.777,6,-5.376,0,0.0439,0.0951,1.68e-06,0.0561,0.504,94.977,190564,4
album,Robin Trower,A Tale Untold: The Chrysalis Years (1973-1976),45,False,False,Day of the Eagle - Single Edit / 2010 Remaster,2,0.425,0.826,6,-8.292,0,0.0368,0.00892,0.0156,0.263,0.777,131.969,172867,4
album,The Naked And Famous,"Passive Me, Aggressive You",13,False,False,Young Blood,67,0.579,0.865,6,-4.692,1,0.0302,5.6299999999999986e-05,0.000221,0.649,0.358,104.99,246600,4
compilation,Matt Monro,The Best Of The Capitol Years,18,False,False,"On Days Like These - Remastered 2010 / From ""The Italian Job"" Soundtrack",9,0.508,0.252,7,-13.19,0,0.027000000000000003,0.887,1.59e-06,0.318,0.316,94.846,223213,3
album,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,15,True,False,Na Na Na (Na Na Na Na Na Na Na Na Na),68,0.411,0.986,8,-2.522,0,0.0583,0.000264,0.00148,0.371,0.649,165.981,205960,4
album,Peter Bagley~Texas Two Year College All State Choir~Thomas Rinn,2010 Texas Music Educators Association (TMEA): Texas Two-Year College All-State Choir & Juan Seguin HS Chamber Choir,17,False,False,Twa Tanbou,4,0.413,0.348,9,-19.492,0,0.628,0.959,0.0,0.723,0.414,128.75,230787,4
album,Eminem,Recovery,17,True,False,No Love,68,0.522,0.932,11,-2.87,1,0.255,0.119,0.0,0.177,0.33,129.47299999999998,299507,4
